2021-12-05 06:18:10,256 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-05 06:18:10,287 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-05 06:18:10,287 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-12-05 06:18:10,287 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-12-05 06:18:10,287 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-05 06:18:10,287 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-05 06:18:10,287 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-05 06:18:10,287 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-05 06:18:10,303 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-05 06:18:10,303 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-05 06:18:10,303 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-05 06:18:10,325 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-05 06:18:17,441 INFO  SwAddin.cs: 294 - Assembly export called for file Aerial URDF
2021-12-05 06:18:17,441 INFO  SwAddin.cs: 299 - Save is required
2021-12-05 06:18:17,441 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-05 06:18:20,734 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-05 06:18:20,744 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Aerial URDF
2021-12-05 06:18:20,744 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Aerial URDF
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Aerial URDF
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from QuadCore-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 243 in QuadCore-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in QuadCore-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller 2255 CW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Propeller 2255 CW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller 2255 CW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller 2255 CW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Propeller 2255 CW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller 2255 CW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller 2255 CCW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Propeller 2255 CCW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller 2255 CCW-2
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller 2255 CCW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Propeller 2255 CCW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller 2255 CCW-1
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Aerial URDF
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Aerial URDF
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Aerial URDF
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-12-05 06:18:20,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from QuadCore-1
